Date,Variety,Price_Rs_per_Quintal,Market_Demand,Supply_Status
2021-08-26,JGL-1798,3031,Low,Normal
2021-08-26,IR-64,2875,High,Normal
2021-08-26,Jyothi,2595,Medium,Surplus
2021-08-26,MTU-1010,3145,Medium,Surplus
2021-09-02,BPT-5204,2827,High,Deficit
2021-09-02,JGL-1798,2618,Low,Normal
2021-09-02,IR-64,2647,Medium,Surplus
2021-09-02,Jyothi,2365,Low,Normal
2021-09-02,MTU-1010,2690,Low,Surplus
2021-09-09,BPT-5204,2863,Medium,Deficit
2021-09-09,JGL-1798,2794,Low,Surplus
2021-09-09,IR-64,2483,Medium,Surplus
2021-09-09,Jyothi,2364,High,Deficit
2021-09-09,MTU-1010,2692,Medium,Normal
2021-09-16,BPT-5204,2894,Medium,Normal
2021-09-16,JGL-1798,2856,High,Deficit
2021-09-16,IR-64,2515,Low,Normal
2021-09-16,Jyothi,2535,High,Normal
2021-09-16,MTU-1010,2792,Medium,Surplus
2021-09-23,BPT-5204,2834,Low,Surplus
2021-09-23,JGL-1798,2621,Medium,Surplus
2021-09-23,IR-64,2617,High,Deficit
2021-09-23,Jyothi,2471,Medium,Normal
2021-09-23,MTU-1010,2766,High,Normal
2021-09-30,BPT-5204,2803,High,Deficit
2021-09-30,JGL-1798,2679,High,Deficit
2021-09-30,IR-64,2645,Low,Deficit
2021-09-30,Jyothi,2497,High,Deficit
2021-09-30,MTU-1010,2695,Medium,Surplus
2021-10-07,BPT-5204,2818,Low,Deficit
2021-10-07,JGL-1798,2766,High,Normal
2021-10-07,IR-64,2594,Medium,Deficit
2021-10-07,Jyothi,2557,Low,Deficit
2021-10-07,MTU-1010,2677,High,Deficit
2021-10-14,BPT-5204,2730,Low,Normal
2021-10-14,JGL-1798,2844,High,Deficit
2021-10-14,IR-64,2579,Medium,Deficit
2021-10-14,Jyothi,2375,High,Normal
2021-10-14,MTU-1010,2879,High,Normal
2021-10-21,BPT-5204,2873,Low,Normal
2021-10-21,JGL-1798,2709,High,Surplus
2021-10-21,IR-64,2500,High,Deficit
2021-10-21,Jyothi,2446,Medium,Normal
2021-10-21,MTU-1010,2733,Low,Surplus
2021-10-28,BPT-5204,2782,Low,Deficit
2021-10-28,JGL-1798,2828,Medium,Surplus
2021-10-28,IR-64,2579,Low,Surplus
2021-10-28,Jyothi,2400,Low,Surplus
2021-10-28,MTU-1010,2888,High,Normal
2021-11-04,BPT-5204,2571,High,Surplus
2021-11-04,JGL-1798,2603,Low,Deficit
2021-11-04,IR-64,2346,Low,Normal
2021-11-04,Jyothi,2220,High,Deficit
2021-11-04,MTU-1010,2588,Low,Surplus
2021-11-11,BPT-5204,2627,Low,Surplus
2021-11-11,JGL-1798,2627,Low,Normal
2021-11-11,IR-64,2319,High,Surplus
2021-11-11,Jyothi,2369,High,Deficit
2021-11-11,MTU-1010,2545,Low,Surplus
2021-11-18,BPT-5204,2537,High,Surplus
2021-11-18,JGL-1798,2410,Low,Surplus
2021-11-18,IR-64,2419,Low,Normal
2021-11-18,Jyothi,2265,Low,Deficit
2021-11-18,MTU-1010,2496,Medium,Normal
2021-11-25,BPT-5204,2745,Low,Surplus
2021-11-25,JGL-1798,2601,Low,Deficit
2021-11-25,IR-64,2390,Low,Normal
2021-11-25,Jyothi,2167,Low,Normal
2021-11-25,MTU-1010,2587,Medium,Deficit
2021-12-02,BPT-5204,2560,High,Surplus
2021-12-02,JGL-1798,2594,Low,Deficit
2021-12-02,IR-64,2398,Medium,Normal
2021-12-02,Jyothi,2336,Medium,Deficit
2021-12-02,MTU-1010,2646,High,Normal
2021-12-09,BPT-5204,2728,Low,Normal
2021-12-09,JGL-1798,2583,Medium,Normal
2021-12-09,IR-64,2370,Low,Deficit
2021-12-09,Jyothi,2256,Low,Normal
2021-12-09,MTU-1010,2550,Medium,Surplus
2021-12-16,BPT-5204,2706,Medium,Deficit
2021-12-16,JGL-1798,2439,High,Normal
2021-12-16,IR-64,2434,Low,Normal
2021-12-16,Jyothi,2173,Medium,Normal
2021-12-16,MTU-1010,2697,High,Deficit
2021-12-23,BPT-5204,2503,High,Normal
2021-12-23,JGL-1798,2421,Medium,Normal
2021-12-23,IR-64,2474,High,Normal
2021-12-23,Jyothi,2293,Low,Surplus
2021-12-23,MTU-1010,2663,Medium,Surplus
2021-12-30,BPT-5204,2651,High,Deficit
2021-12-30,JGL-1798,2531,Low,Normal
2021-12-30,IR-64,2506,High,Deficit
2021-12-30,Jyothi,2265,High,Normal
2021-12-30,MTU-1010,2687,High,Deficit
2022-01-06,BPT-5204,2614,High,Surplus
2022-01-06,JGL-1798,2560,Low,Normal
2022-01-06,IR-64,2474,Low,Surplus
2022-01-06,Jyothi,2400,High,Surplus
2022-01-06,MTU-1010,2631,Medium,Normal
2022-01-13,BPT-5204,2733,High,Surplus
2022-01-13,JGL-1798,2568,Medium,Surplus
2022-01-13,IR-64,2376,Medium,Normal
2022-01-13,Jyothi,2452,High,Deficit
2022-01-13,MTU-1010,2566,Low,Surplus
2022-01-20,BPT-5204,2656,Medium,Surplus
2022-01-20,JGL-1798,2504,Low,Normal
2022-01-20,IR-64,2585,Medium,Deficit
2022-01-20,Jyothi,2446,Low,Normal
2022-01-20,MTU-1010,2800,Low,Surplus
2022-01-27,BPT-5204,2599,Low,Surplus
2022-01-27,JGL-1798,2592,Low,Normal
2022-01-27,IR-64,2574,Medium,Deficit
2022-01-27,Jyothi,2442,High,Deficit
2022-01-27,MTU-1010,2602,High,Surplus
2022-02-03,BPT-5204,2871,Low,Deficit
2022-02-03,JGL-1798,2763,Low,Deficit
2022-02-03,IR-64,2751,Medium,Deficit
2022-02-03,Jyothi,2632,High,Deficit
2022-02-03,MTU-1010,2957,Medium,Normal
2022-02-10,BPT-5204,3028,Low,Normal
2022-02-10,JGL-1798,2930,Low,Normal
2022-02-10,IR-64,2743,High,Deficit
2022-02-10,Jyothi,2623,High,Deficit
2022-02-10,MTU-1010,2991,Low,Surplus
2022-02-17,BPT-5204,2865,High,Deficit
2022-02-17,JGL-1798,2869,Medium,Surplus
2022-02-17,IR-64,2807,Low,Deficit
2022-02-17,Jyothi,2537,High,Surplus
2022-02-17,MTU-1010,2833,Medium,Normal
2022-02-24,BPT-5204,2914,High,Normal
2022-02-24,JGL-1798,2910,Low,Deficit
2022-02-24,IR-64,2724,High,Normal
2022-02-24,Jyothi,2491,Medium,Deficit
2022-02-24,MTU-1010,3039,Medium,Deficit
2022-03-03,BPT-5204,3105,Low,Surplus
2022-03-03,JGL-1798,2947,Medium,Deficit
2022-03-03,IR-64,2662,High,Surplus
2022-03-03,Jyothi,2529,Low,Deficit
2022-03-03,MTU-1010,3012,Low,Surplus
2022-03-10,BPT-5204,3077,Low,Surplus
2022-03-10,JGL-1798,2817,High,Surplus
2022-03-10,IR-64,2719,Low,Surplus
2022-03-10,Jyothi,2553,Medium,Surplus
2022-03-10,MTU-1010,2790,High,Normal
2022-03-17,BPT-5204,2887,Low,Deficit
2022-03-17,JGL-1798,2931,Medium,Surplus
2022-03-17,IR-64,2742,High,Normal
2022-03-17,Jyothi,2640,High,Normal
2022-03-17,MTU-1010,2886,Low,Surplus
2022-03-24,BPT-5204,3035,Medium,Normal
2022-03-24,JGL-1798,2875,Medium,Normal
2022-03-24,IR-64,2674,Low,Surplus
2022-03-24,Jyothi,2621,Medium,Normal
2022-03-24,MTU-1010,2904,Medium,Normal
2022-03-31,BPT-5204,2862,High,Normal
2022-03-31,JGL-1798,2827,High,Deficit
2022-03-31,IR-64,2650,Low,Surplus
2022-03-31,Jyothi,2597,Low,Normal
2022-03-31,MTU-1010,2905,Medium,Normal
2022-04-07,BPT-5204,2870,High,Deficit
2022-04-07,JGL-1798,2920,Medium,Normal
2022-04-07,IR-64,2780,High,Deficit
2022-04-07,Jyothi,2470,High,Normal
2022-04-07,MTU-1010,2890,Medium,Normal
2022-04-14,BPT-5204,2938,High,Deficit
2022-04-14,JGL-1798,2816,Medium,Deficit
2022-04-14,IR-64,2580,Low,Normal
2022-04-14,Jyothi,2593,Low,Deficit
2022-04-14,MTU-1010,2824,Low,Surplus
2022-04-21,BPT-5204,3061,High,Normal
2022-04-21,JGL-1798,2769,Low,Normal
2022-04-21,IR-64,2670,High,Deficit
2022-04-21,Jyothi,2479,Low,Deficit
2022-04-21,MTU-1010,2839,High,Deficit
2022-04-28,BPT-5204,3023,Low,Deficit
2022-04-28,JGL-1798,2860,Medium,Deficit
2022-04-28,IR-64,2654,Low,Normal
2022-04-28,Jyothi,2510,Low,Deficit
2022-04-28,MTU-1010,2965,High,Normal
2022-05-05,BPT-5204,2870,Low,Normal
2022-05-05,JGL-1798,2835,Medium,Normal
2022-05-05,IR-64,2618,Medium,Normal
2022-05-05,Jyothi,2640,Low,Deficit
2022-05-05,MTU-1010,3035,High,Normal
2022-05-12,BPT-5204,2822,Low,Normal
2022-05-12,JGL-1798,2753,High,Deficit
2022-05-12,IR-64,2799,Medium,Surplus
2022-05-12,Jyothi,2603,Medium,Surplus
2022-05-12,MTU-1010,2980,High,Surplus
2022-05-19,BPT-5204,2859,Medium,Surplus
2022-05-19,JGL-1798,2731,Medium,Surplus
2022-05-19,IR-64,2620,Low,Deficit
2022-05-19,Jyothi,2546,High,Normal
2022-05-19,MTU-1010,2984,Low,Normal
2022-05-26,BPT-5204,2902,Medium,Surplus
2022-05-26,JGL-1798,2708,Medium,Deficit
2022-05-26,IR-64,2719,High,Surplus
2022-05-26,Jyothi,2618,Low,Deficit
2022-05-26,MTU-1010,2930,High,Normal
2022-06-02,BPT-5204,3113,Medium,Surplus
2022-06-02,JGL-1798,3175,Low,Deficit
2022-06-02,IR-64,2937,High,Surplus
2022-06-02,Jyothi,2737,Medium,Surplus
2022-06-02,MTU-1010,3160,Medium,Surplus
2022-06-09,BPT-5204,3305,Low,Surplus
2022-06-09,JGL-1798,3007,Low,Deficit
2022-06-09,IR-64,3045,Low,Deficit
2022-06-09,Jyothi,2808,Medium,Normal
2022-06-09,MTU-1010,3116,Low,Normal
2022-06-16,BPT-5204,3106,Medium,Deficit
2022-06-16,JGL-1798,3068,High,Surplus
2022-06-16,IR-64,2842,Medium,Normal
2022-06-16,Jyothi,2907,Medium,Normal
2022-06-16,MTU-1010,3105,Medium,Deficit
2022-06-23,BPT-5204,3075,High,Deficit
2022-06-23,JGL-1798,3201,Medium,Surplus
2022-06-23,IR-64,3009,Low,Normal
2022-06-23,Jyothi,2899,Low,Surplus
2022-06-23,MTU-1010,3103,High,Normal
2022-06-30,BPT-5204,3156,Low,Normal
2022-06-30,JGL-1798,3189,High,Normal
2022-06-30,IR-64,3023,High,Normal
2022-06-30,Jyothi,2681,High,Deficit
2022-06-30,MTU-1010,3261,Medium,Normal
2022-07-07,BPT-5204,3309,Low,Deficit
2022-07-07,JGL-1798,3175,Low,Surplus
2022-07-07,IR-64,2998,High,Normal
2022-07-07,Jyothi,2860,High,Normal
2022-07-07,MTU-1010,3293,Low,Deficit
2022-07-14,BPT-5204,3267,Medium,Surplus
2022-07-14,JGL-1798,2948,Medium,Surplus
2022-07-14,IR-64,2937,High,Deficit
2022-07-14,Jyothi,2756,Medium,Deficit
2022-07-14,MTU-1010,3301,High,Surplus
2022-07-21,BPT-5204,3075,Low,Deficit
2022-07-21,JGL-1798,2931,High,Normal
2022-07-21,IR-64,2822,Medium,Normal
2022-07-21,Jyothi,2758,Medium,Surplus
2022-07-21,MTU-1010,3250,Medium,Deficit
2022-07-28,BPT-5204,3144,Low,Deficit
2022-07-28,JGL-1798,3180,Low,Deficit
2022-07-28,IR-64,3019,Medium,Deficit
2022-07-28,Jyothi,2752,Medium,Deficit
2022-07-28,MTU-1010,3287,Low,Deficit
2022-08-04,BPT-5204,3077,Low,Normal
2022-08-04,JGL-1798,3074,Low,Surplus
2022-08-04,IR-64,2912,Medium,Normal
2022-08-04,Jyothi,2649,High,Deficit
2022-08-04,MTU-1010,3093,Low,Surplus
2022-08-11,BPT-5204,3294,Medium,Surplus
2022-08-11,JGL-1798,3170,Low,Surplus
2022-08-11,IR-64,3039,Medium,Normal
2022-08-11,Jyothi,2816,Medium,Normal
2022-08-11,MTU-1010,3227,Low,Deficit
2022-08-18,BPT-5204,3217,Medium,Deficit
2022-08-18,JGL-1798,3065,High,Normal
2022-08-18,IR-64,2934,Low,Deficit
2022-08-18,Jyothi,2745,Medium,Normal
2022-08-18,MTU-1010,3081,Medium,Deficit
2022-08-25,BPT-5204,3101,Low,Normal
2022-08-25,JGL-1798,3057,High,Deficit
2022-08-25,IR-64,3054,Low,Normal
2022-08-25,Jyothi,2669,Medium,Deficit
2022-08-25,MTU-1010,3247,Medium,Surplus
2022-09-01,BPT-5204,3043,Low,Normal
2022-09-01,JGL-1798,2896,Medium,Surplus
2022-09-01,IR-64,2689,Medium,Surplus
2022-09-01,Jyothi,2693,High,Surplus
2022-09-01,MTU-1010,2912,Medium,Normal
2022-09-08,BPT-5204,3059,High,Deficit
2022-09-08,JGL-1798,2749,Low,Normal
2022-09-08,IR-64,2722,Low,Deficit
2022-09-08,Jyothi,2574,Low,Normal
2022-09-08,MTU-1010,2803,Medium,Surplus
2022-09-15,BPT-5204,3027,Low,Normal
2022-09-15,JGL-1798,2767,Low,Normal
2022-09-15,IR-64,2671,Low,Normal
2022-09-15,Jyothi,2666,Medium,Surplus
2022-09-15,MTU-1010,3013,Medium,Deficit
2022-09-22,BPT-5204,3107,Medium,Normal
2022-09-22,JGL-1798,2958,Low,Surplus
2022-09-22,IR-64,2701,Medium,Normal
2022-09-22,Jyothi,2513,Medium,Surplus
2022-09-22,MTU-1010,2968,Low,Deficit
2022-09-29,BPT-5204,2873,High,Normal
2022-09-29,JGL-1798,2872,Medium,Surplus
2022-09-29,IR-64,2687,Medium,Surplus
2022-09-29,Jyothi,2581,High,Normal
2022-09-29,MTU-1010,2862,Low,Normal
2022-10-06,BPT-5204,2964,High,Normal
2022-10-06,JGL-1798,2796,High,Normal
2022-10-06,IR-64,2786,Low,Surplus
2022-10-06,Jyothi,2474,Medium,Deficit
2022-10-06,MTU-1010,3023,Low,Surplus
2022-10-13,BPT-5204,2987,High,Deficit
2022-10-13,JGL-1798,2862,Medium,Surplus
2022-10-13,IR-64,2638,Medium,Normal
2022-10-13,Jyothi,2644,High,Deficit
2022-10-13,MTU-1010,2915,High,Deficit
2022-10-20,BPT-5204,3019,High,Deficit
2022-10-20,JGL-1798,2831,High,Surplus
2022-10-20,IR-64,2749,High,Surplus
2022-10-20,Jyothi,2622,Medium,Surplus
2022-10-20,MTU-1010,3015,High,Surplus
2022-10-27,BPT-5204,2925,Low,Surplus
2022-10-27,JGL-1798,2885,High,Deficit
2022-10-27,IR-64,2790,High,Deficit
2022-10-27,Jyothi,2559,Low,Normal
2022-10-27,MTU-1010,2830,High,Deficit
2022-11-03,BPT-5204,2778,Medium,Surplus
2022-11-03,JGL-1798,2510,Low,Deficit
2022-11-03,IR-64,2505,High,Normal
2022-11-03,Jyothi,2437,Medium,Deficit
2022-11-03,MTU-1010,2808,High,Deficit
2022-11-10,BPT-5204,2796,Low,Deficit
2022-11-10,JGL-1798,2662,High,Deficit
2022-11-10,IR-64,2403,High,Deficit
2022-11-10,Jyothi,2452,Medium,Surplus
2022-11-10,MTU-1010,2656,Medium,Deficit
2022-11-17,BPT-5204,2711,High,Normal
2022-11-17,JGL-1798,2671,Medium,Normal
2022-11-17,IR-64,2575,Low,Normal
2022-11-17,Jyothi,2245,High,Deficit
2022-11-17,MTU-1010,2729,High,Deficit
2022-11-24,BPT-5204,2717,Low,Deficit
2022-11-24,JGL-1798,2620,High,Normal
2022-11-24,IR-64,2456,High,Normal
2022-11-24,Jyothi,2387,Medium,Surplus
2022-11-24,MTU-1010,2639,Medium,Normal
2022-12-01,BPT-5204,2680,High,Surplus
2022-12-01,JGL-1798,2581,High,Surplus
2022-12-01,IR-64,2593,High,Deficit
2022-12-01,Jyothi,2320,High,Normal
2022-12-01,MTU-1010,2692,Medium,Deficit
2022-12-08,BPT-5204,2612,Low,Deficit
2022-12-08,JGL-1798,2615,High,Surplus
2022-12-08,IR-64,2474,Medium,Surplus
2022-12-08,Jyothi,2477,Low,Deficit
2022-12-08,MTU-1010,2798,Low,Deficit
2022-12-15,BPT-5204,2812,Medium,Normal
2022-12-15,JGL-1798,2534,Medium,Normal
2022-12-15,IR-64,2507,Low,Surplus
2022-12-15,Jyothi,2426,High,Deficit
2022-12-15,MTU-1010,2794,Low,Normal
2022-12-22,BPT-5204,2679,High,Surplus
2022-12-22,JGL-1798,2691,High,Deficit
2022-12-22,IR-64,2521,High,Normal
2022-12-22,Jyothi,2267,Medium,Deficit
2022-12-22,MTU-1010,2680,Medium,Surplus
2022-12-29,BPT-5204,2857,Medium,Normal
2022-12-29,JGL-1798,2558,Medium,Surplus
2022-12-29,IR-64,2387,Medium,Surplus
2022-12-29,Jyothi,2382,Low,Surplus
2022-12-29,MTU-1010,2580,High,Normal
2023-01-05,BPT-5204,2728,Medium,Normal
2023-01-05,JGL-1798,2738,High,Deficit
2023-01-05,IR-64,2698,Low,Deficit
2023-01-05,Jyothi,2407,High,Deficit
2023-01-05,MTU-1010,2700,Medium,Surplus
2023-01-12,BPT-5204,2696,Medium,Deficit
2023-01-12,JGL-1798,2647,Low,Surplus
2023-01-12,IR-64,2525,High,Surplus
2023-01-12,Jyothi,2388,Low,Normal
2023-01-12,MTU-1010,2802,Medium,Deficit
2023-01-19,BPT-5204,2879,Low,Surplus
2023-01-19,JGL-1798,2810,Low,Surplus
2023-01-19,IR-64,2666,Low,Deficit
2023-01-19,Jyothi,2327,Low,Deficit
2023-01-19,MTU-1010,2904,Low,Normal
2023-01-26,BPT-5204,2738,Medium,Surplus
2023-01-26,JGL-1798,2740,Medium,Deficit
2023-01-26,IR-64,2478,Low,Normal
2023-01-26,Jyothi,2420,High,Normal
2023-01-26,MTU-1010,2921,High,Deficit
2023-02-02,BPT-5204,3003,Medium,Deficit
2023-02-02,JGL-1798,2859,Low,Deficit
2023-02-02,IR-64,2663,High,Normal
2023-02-02,Jyothi,2756,High,Normal
2023-02-02,MTU-1010,3109,Low,Normal
2023-02-09,BPT-5204,3109,Low,Surplus
2023-02-09,JGL-1798,2815,Medium,Surplus
2023-02-09,IR-64,2799,Medium,Normal
2023-02-09,Jyothi,2791,High,Surplus
2023-02-09,MTU-1010,2958,Low,Surplus
2023-02-16,BPT-5204,3067,Low,Normal
2023-02-16,JGL-1798,2868,Medium,Normal
2023-02-16,IR-64,2927,High,Normal
2023-02-16,Jyothi,2746,High,Normal
2023-02-16,MTU-1010,3163,Low,Surplus
2023-02-23,BPT-5204,3211,High,Deficit
2023-02-23,JGL-1798,2905,High,Surplus
2023-02-23,IR-64,2782,High,Surplus
2023-02-23,Jyothi,2744,High,Deficit
2023-02-23,MTU-1010,2939,Medium,Deficit
2023-03-02,BPT-5204,3143,Low,Normal
2023-03-02,JGL-1798,2968,Low,Surplus
2023-03-02,IR-64,2670,Low,Normal
2023-03-02,Jyothi,2532,Low,Deficit
2023-03-02,MTU-1010,3024,High,Surplus
2023-03-09,BPT-5204,3092,Low,Normal
2023-03-09,JGL-1798,3046,Medium,Surplus
2023-03-09,IR-64,2668,Medium,Normal
2023-03-09,Jyothi,2710,Low,Surplus
2023-03-09,MTU-1010,3092,High,Normal
2023-03-16,BPT-5204,2952,Medium,Deficit
2023-03-16,JGL-1798,3028,Low,Deficit
2023-03-16,IR-64,2928,High,Normal
2023-03-16,Jyothi,2643,High,Surplus
2023-03-16,MTU-1010,2919,Medium,Surplus
2023-03-23,BPT-5204,3104,High,Normal
2023-03-23,JGL-1798,3032,Low,Surplus
2023-03-23,IR-64,2866,Medium,Normal
2023-03-23,Jyothi,2591,Medium,Surplus
2023-03-23,MTU-1010,3051,Medium,Deficit
2023-03-30,BPT-5204,3131,Low,Deficit
2023-03-30,JGL-1798,2814,Medium,Deficit
2023-03-30,IR-64,2719,Medium,Surplus
2023-03-30,Jyothi,2762,Low,Normal
2023-03-30,MTU-1010,2909,High,Normal
2023-04-06,BPT-5204,3064,Medium,Deficit
2023-04-06,JGL-1798,2857,Low,Surplus
2023-04-06,IR-64,2889,Low,Surplus
2023-04-06,Jyothi,2689,Low,Normal
2023-04-06,MTU-1010,3137,High,Surplus
2023-04-13,BPT-5204,3069,High,Deficit
2023-04-13,JGL-1798,2858,Medium,Normal
2023-04-13,IR-64,2811,High,Surplus
2023-04-13,Jyothi,2700,Medium,Deficit
2023-04-13,MTU-1010,3117,Low,Surplus
2023-04-20,BPT-5204,3168,Low,Deficit
2023-04-20,JGL-1798,2981,Medium,Surplus
2023-04-20,IR-64,2667,High,Surplus
2023-04-20,Jyothi,2700,Low,Surplus
2023-04-20,MTU-1010,2930,High,Surplus
2023-04-27,BPT-5204,3064,Medium,Deficit
2023-04-27,JGL-1798,2869,Medium,Deficit
2023-04-27,IR-64,2823,Medium,Deficit
2023-04-27,Jyothi,2535,Medium,Deficit
2023-04-27,MTU-1010,3161,High,Surplus
2023-05-04,BPT-5204,3041,Medium,Normal
2023-05-04,JGL-1798,2838,Medium,Normal
2023-05-04,IR-64,2918,Medium,Deficit
2023-05-04,Jyothi,2757,Medium,Surplus
2023-05-04,MTU-1010,2897,Medium,Normal
2023-05-11,BPT-5204,3106,High,Normal
2023-05-11,JGL-1798,2948,Medium,Surplus
2023-05-11,IR-64,2893,Medium,Surplus
2023-05-11,Jyothi,2675,Medium,Deficit
2023-05-11,MTU-1010,3120,Low,Deficit
2023-05-18,BPT-5204,3043,High,Deficit
2023-05-18,JGL-1798,2986,High,Normal
2023-05-18,IR-64,2758,Low,Surplus
2023-05-18,Jyothi,2536,High,Surplus
2023-05-18,MTU-1010,2881,Medium,Surplus
2023-05-25,BPT-5204,3063,Low,Normal
2023-05-25,JGL-1798,2924,Medium,Normal
2023-05-25,IR-64,2762,Medium,Surplus
2023-05-25,Jyothi,2650,Low,Normal
2023-05-25,MTU-1010,3016,Medium,Deficit
2023-06-01,BPT-5204,3411,Medium,Surplus
2023-06-01,JGL-1798,3154,Low,Normal
2023-06-01,IR-64,2951,Medium,Normal
2023-06-01,Jyothi,2874,Medium,Deficit
2023-06-01,MTU-1010,3184,Medium,Surplus
2023-06-08,BPT-5204,3229,Low,Surplus
2023-06-08,JGL-1798,3214,High,Deficit
2023-06-08,IR-64,2901,High,Deficit
2023-06-08,Jyothi,2994,Medium,Deficit
2023-06-08,MTU-1010,3243,High,Normal
2023-06-15,BPT-5204,3375,Medium,Normal
2023-06-15,JGL-1798,3313,High,Normal
2023-06-15,IR-64,3124,Medium,Deficit
2023-06-15,Jyothi,2759,High,Deficit
2023-06-15,MTU-1010,3222,Low,Normal
2023-06-22,BPT-5204,3228,Low,Surplus
2023-06-22,JGL-1798,3078,Medium,Surplus
2023-06-22,IR-64,3072,High,Normal
2023-06-22,Jyothi,2995,Medium,Deficit
2023-06-22,MTU-1010,3372,High,Surplus
2023-06-29,BPT-5204,3205,High,Normal
2023-06-29,JGL-1798,3241,Medium,Normal
2023-06-29,IR-64,2997,Low,Deficit
2023-06-29,Jyothi,2852,Medium,Deficit
2023-06-29,MTU-1010,3161,Low,Deficit
2023-07-06,BPT-5204,3238,Medium,Surplus
2023-07-06,JGL-1798,3049,High,Deficit
2023-07-06,IR-64,3137,High,Normal
2023-07-06,Jyothi,2883,Medium,Normal
2023-07-06,MTU-1010,3368,Low,Normal
2023-07-13,BPT-5204,3477,Medium,Deficit
2023-07-13,JGL-1798,3063,Low,Normal
2023-07-13,IR-64,3013,High,Normal
2023-07-13,Jyothi,2933,High,Deficit
2023-07-13,MTU-1010,3141,High,Deficit
2023-07-20,BPT-5204,3224,High,Normal
2023-07-20,JGL-1798,3148,High,Surplus
2023-07-20,IR-64,3131,High,Normal
2023-07-20,Jyothi,2786,Medium,Normal
2023-07-20,MTU-1010,3161,Medium,Deficit
2023-07-27,BPT-5204,3412,Medium,Normal
2023-07-27,JGL-1798,3237,Low,Surplus
2023-07-27,IR-64,3038,Low,Normal
2023-07-27,Jyothi,2927,Low,Normal
2023-07-27,MTU-1010,3154,High,Normal
2023-08-03,BPT-5204,3393,Medium,Deficit
2023-08-03,JGL-1798,3254,Medium,Deficit
2023-08-03,IR-64,3014,High,Deficit
2023-08-03,Jyothi,2959,High,Surplus
2023-08-03,MTU-1010,3342,High,Normal
2023-08-10,BPT-5204,3384,Low,Surplus
2023-08-10,JGL-1798,3229,Medium,Surplus
2023-08-10,IR-64,2927,Medium,Deficit
2023-08-10,Jyothi,2921,High,Normal
2023-08-10,MTU-1010,3340,High,Normal
2023-08-17,BPT-5204,3474,Medium,Normal
2023-08-17,JGL-1798,3231,Low,Surplus
2023-08-17,IR-64,2883,High,Deficit
2023-08-17,Jyothi,2932,Low,Surplus
2023-08-17,MTU-1010,3328,High,Surplus
2023-08-24,BPT-5204,3400,High,Deficit
2023-08-24,JGL-1798,3129,Medium,Deficit
2023-08-24,IR-64,3116,Medium,Surplus
2023-08-24,Jyothi,2874,Low,Surplus
2023-08-24,MTU-1010,3218,Low,Surplus
2023-08-31,BPT-5204,3368,Medium,Surplus
2023-08-31,JGL-1798,3018,Medium,Deficit
2023-08-31,IR-64,2983,High,Deficit
2023-08-31,Jyothi,2891,Low,Normal
2023-08-31,MTU-1010,3142,High,Normal
2023-09-07,BPT-5204,2999,Low,Surplus
2023-09-07,JGL-1798,3033,High,Deficit
2023-09-07,IR-64,2833,High,Surplus
2023-09-07,Jyothi,2728,Low,Deficit
2023-09-07,MTU-1010,3094,Medium,Surplus
2023-09-14,BPT-5204,3057,Medium,Normal
2023-09-14,JGL-1798,2992,Low,Normal
2023-09-14,IR-64,2687,High,Normal
2023-09-14,Jyothi,2675,Low,Deficit
2023-09-14,MTU-1010,3096,Low,Normal
2023-09-21,BPT-5204,3118,Medium,Deficit
2023-09-21,JGL-1798,3057,Low,Surplus
2023-09-21,IR-64,2907,Medium,Deficit
2023-09-21,Jyothi,2766,Medium,Deficit
2023-09-21,MTU-1010,3119,Medium,Normal
2023-09-28,BPT-5204,3157,Low,Surplus
2023-09-28,JGL-1798,3045,High,Surplus
2023-09-28,IR-64,2752,Low,Surplus
2023-09-28,Jyothi,2776,Low,Surplus
2023-09-28,MTU-1010,3102,High,Surplus
2023-10-05,BPT-5204,3191,Medium,Deficit
2023-10-05,JGL-1798,2897,Low,Deficit
2023-10-05,IR-64,2913,Medium,Normal
2023-10-05,Jyothi,2535,Medium,Surplus
2023-10-05,MTU-1010,3057,High,Deficit
2023-10-12,BPT-5204,3085,High,Deficit
2023-10-12,JGL-1798,3050,Low,Normal
2023-10-12,IR-64,2782,Low,Deficit
2023-10-12,Jyothi,2655,High,Surplus
2023-10-12,MTU-1010,2924,Low,Deficit
2023-10-19,BPT-5204,3062,Medium,Deficit
2023-10-19,JGL-1798,3038,Low,Surplus
2023-10-19,IR-64,2829,Low,Deficit
2023-10-19,Jyothi,2777,Medium,Normal
2023-10-19,MTU-1010,3100,Low,Normal
2023-10-26,BPT-5204,3135,Medium,Surplus
2023-10-26,JGL-1798,2997,Medium,Deficit
2023-10-26,IR-64,2700,High,Deficit
2023-10-26,Jyothi,2652,High,Normal
2023-10-26,MTU-1010,3121,Medium,Normal
2023-11-02,BPT-5204,2893,High,Surplus
2023-11-02,JGL-1798,2574,High,Normal
2023-11-02,IR-64,2645,Low,Normal
2023-11-02,Jyothi,2529,Low,Normal
2023-11-02,MTU-1010,2893,Medium,Deficit
2023-11-09,BPT-5204,2951,Medium,Surplus
2023-11-09,JGL-1798,2694,High,Normal
2023-11-09,IR-64,2628,Low,Deficit
2023-11-09,Jyothi,2563,Medium,Deficit
2023-11-09,MTU-1010,2898,High,Normal
2023-11-16,BPT-5204,2820,Medium,Surplus
