Year,Numeric_Year,Season,District,Region,Soil_Quality,Area_Hectares,Production_Tonnes,Yield_Kg_per_Ha,Irrigation_Percent,Rainfall_mm,Temperature_Celsius,Humidity_Percent,Soil_pH,Soil_Organic_Carbon_Percent,Soil_Nitrogen_kg_per_ha,Soil_Phosphorus_kg_per_ha,Soil_Potassium_kg_per_ha,Urea_Applied_kg_per_ha,DAP_Applied_kg_per_ha,Potash_Applied_kg_per_ha,Organic_Fertilizer_kg_per_ha,Pest_Incidence,Disease_Incidence,Pesticide_Sprays,Seed_Variety,Sowing_Method,Water_Management,Weed_Management,Labor_Days_per_ha,Tractor_Hours_per_ha,Harvester_Used,Cost_of_Cultivation_Rs_per_ha,Market_Price_Rs_per_quintal,Gross_Revenue_Rs_per_ha,Net_Income_Rs_per_ha
2021-22,2021,Kharif,Bengaluru Rural,South,medium,20718,70026,3380,63,544,24.8,65,6.64,0.31,267.9,20.6,188.0,144,88,71,959,Medium,Low,4,MTU-1010,Direct Seeding,Drip,Herbicide,100,30,Yes,49356,1936,65436,16080
2021-22,2021,Rabi,Bengaluru Rural,South,medium,9324,27944,2997,63,348,25.8,77,6.76,0.77,166.5,24.4,178.3,188,62,47,1848,High,Medium,5,BPT-5204,Transplanting,Sprinkler,Manual,110,24,No,43005,2484,74445,31440
2021-22,2021,Kharif,Bidar,North,medium-low,36962,105933,2866,54,988,30.0,76,7.38,0.61,296.6,10.1,243.8,141,120,56,1663,Medium,Low,5,JGL-1798,Transplanting,Flood Irrigation,Mixed,119,38,No,43230,2078,59555,16325
2021-22,2021,Rabi,Bidar,North,medium-low,20497,44621,2177,54,305,28.7,79,6.85,0.48,207.0,22.5,233.5,141,55,51,1230,Medium,Low,6,IR-64,Direct Seeding,Flood Irrigation,Herbicide,82,37,Yes,38381,2378,51769,13388
2021-22,2021,Kharif,Chamarajanagar,South,medium,49359,128925,2612,60,820,30.7,66,6.7,0.57,260.8,12.1,248.5,170,106,75,777,Low,High,3,JGL-1798,Direct Seeding,Flood Irrigation,Manual,112,15,No,38941,2087,54512,15571
2021-22,2021,Rabi,Chamarajanagar,South,medium,21612,58676,2715,60,330,30.9,62,6.51,0.42,167.8,26.1,218.7,168,80,32,1474,High,Medium,6,JGL-1798,SRI,Sprinkler,Mixed,80,30,Yes,48494,2138,58046,9552
2021-22,2021,Kharif,Chikkaballapura,South,medium,20339,52128,2563,59,996,24.3,78,6.42,0.51,202.3,17.1,167.9,189,71,31,699,High,High,2,Rasi,Direct Seeding,Flood Irrigation,Manual,100,22,Yes,40878,2000,51260,10382
2021-22,2021,Rabi,Chikkaballapura,South,medium,25230,61182,2425,59,167,24.9,61,6.99,0.41,170.2,12.4,236.8,126,96,70,1113,High,Medium,3,Rasi,Transplanting,Flood Irrigation,Herbicide,128,15,Yes,47272,1835,44498,-2773
2021-22,2021,Kharif,Chikkamagaluru,South,medium,36127,110801,3067,65,830,23.1,84,6.24,0.34,212.3,18.7,205.0,121,84,75,1565,High,High,6,Intan,SRI,Drip,Herbicide,100,34,Yes,49714,2235,68547,18833
2021-22,2021,Rabi,Chikkamagaluru,South,medium,12366,39212,3171,65,327,24.8,68,6.91,0.76,269.7,26.7,129.4,137,98,79,1596,Medium,Low,6,BPT-5204,SRI,Flood Irrigation,Manual,109,38,Yes,53352,2290,72615,19263
2021-22,2021,Kharif,Chitradurga,Central,medium-low,31080,97746,3145,58,994,29.1,64,6.08,0.39,281.4,26.0,136.1,106,115,68,1613,Low,Low,6,Intan,Transplanting,Drip,Mixed,148,17,No,43557,2140,67303,23746
2021-22,2021,Rabi,Chitradurga,Central,medium-low,19765,45617,2308,58,191,22.4,75,7.28,0.4,270.4,14.4,195.4,166,68,69,1405,Low,Medium,6,BPT-5204,SRI,Drip,Herbicide,101,36,No,46065,1830,42236,-3828
2021-22,2021,Kharif,Dakshina Kannada,Coastal,medium-low,17897,51060,2853,55,1198,22.3,81,7.04,0.73,258.5,11.7,124.7,195,60,35,1908,Low,Medium,2,Jyothi,SRI,Sprinkler,Herbicide,87,40,Yes,39907,2161,61653,21746
2021-22,2021,Rabi,Dakshina Kannada,Coastal,medium-low,15129,35386,2339,55,158,29.9,76,6.97,0.68,189.1,11.7,221.9,176,119,60,1088,Medium,High,2,JGL-1798,Transplanting,Drip,Mixed,85,25,No,50364,1841,43060,-7303
2021-22,2021,Kharif,Davanagere,Central,high,70369,319756,4544,78,426,22.4,61,6.0,0.43,186.8,16.9,151.2,146,116,47,1585,Low,Medium,5,Intan,Transplanting,Flood Irrigation,Herbicide,99,40,No,51766,2033,92379,40613
2021-22,2021,Rabi,Davanagere,Central,high,30606,123923,4049,78,125,25.7,65,7.18,0.49,156.3,24.3,193.8,106,102,43,992,Medium,High,6,Intan,Direct Seeding,Sprinkler,Herbicide,82,39,Yes,39121,1866,75554,36433
2021-22,2021,Kharif,Dharwad,North,medium,18904,57127,3022,67,448,31.3,72,6.38,0.56,283.5,28.3,210.8,133,83,71,863,High,Medium,5,JGL-1798,SRI,Flood Irrigation,Herbicide,104,31,Yes,48097,2074,62676,14579
2021-22,2021,Rabi,Dharwad,North,medium,13743,36528,2658,67,133,23.4,72,6.93,0.45,175.6,21.4,200.4,193,89,56,1109,Low,Low,3,Jyothi,SRI,Flood Irrigation,Herbicide,147,28,Yes,38410,2117,56269,17859
2021-22,2021,Kharif,Gadag,North,medium,45071,133365,2959,60,873,30.7,72,6.44,0.79,208.5,17.1,212.5,196,87,32,882,Medium,Low,4,IR-64,SRI,Sprinkler,Manual,117,21,Yes,37772,2281,67494,29722
2021-22,2021,Rabi,Gadag,North,medium,16394,44919,2740,60,243,30.6,76,6.86,0.71,225.8,28.4,215.8,193,63,53,994,High,High,6,Intan,Transplanting,Drip,Herbicide,97,29,Yes,46138,1838,50361,4223
2021-22,2021,Kharif,Hassan,South,medium,27254,100049,3671,68,458,31.9,69,6.36,0.76,181.3,25.3,153.3,167,82,67,1145,High,Low,5,Rasi,Transplanting,Flood Irrigation,Manual,91,18,No,52242,2277,83588,31346
2021-22,2021,Rabi,Hassan,South,medium,23148,81272,3511,68,163,27.4,79,7.46,0.42,163.7,23.6,173.9,117,101,71,1161,Low,Low,5,MTU-1010,Transplanting,Sprinkler,Manual,90,39,No,45729,2198,77171,31442
2021-22,2021,Kharif,Haveri,North,medium,20166,65317,3239,62,912,30.6,84,6.83,0.73,283.8,10.2,127.7,103,53,67,718,Medium,Medium,2,Intan,Transplanting,Sprinkler,Mixed,81,22,No,45939,2283,73946,28007
2021-22,2021,Rabi,Haveri,North,medium,21491,67696,3150,62,235,29.3,79,6.18,0.66,212.3,10.1,193.2,127,100,53,1748,Medium,Low,2,BPT-5204,Direct Seeding,Sprinkler,Manual,95,31,No,38566,2352,74088,35522
2021-22,2021,Kharif,Kalaburagi,North,medium-low,27348,68561,2507,57,806,27.3,70,7.26,0.59,263.5,18.1,125.6,192,70,43,1742,High,High,3,BPT-5204,Transplanting,Drip,Herbicide,122,25,No,37514,1894,47482,9968
2021-22,2021,Rabi,Kalaburagi,North,medium-low,13997,38813,2773,57,250,23.3,77,6.61,0.67,274.4,22.6,216.7,143,80,61,1309,Medium,Medium,2,Intan,SRI,Flood Irrigation,Manual,96,28,Yes,36381,1997,55376,18995
2021-22,2021,Kharif,Kodagu,South,low,48591,128474,2644,48,932,30.8,71,6.59,0.74,163.3,27.4,104.1,119,108,34,1156,High,Low,2,JGL-1798,Transplanting,Drip,Herbicide,125,16,No,51681,2363,62477,10796
2021-22,2021,Rabi,Kodagu,South,low,12588,26258,2086,48,155,26.9,75,6.64,0.58,285.4,22.4,247.6,133,87,77,582,Low,Low,4,Intan,Transplanting,Sprinkler,Herbicide,104,25,No,42779,2288,47727,4948
2021-22,2021,Kharif,Kolar,South,medium,48153,150670,3129,61,963,29.4,76,6.2,0.32,185.1,17.5,208.6,106,63,72,1258,Medium,High,2,Intan,Transplanting,Sprinkler,Herbicide,88,40,No,44363,2387,74689,30326
2021-22,2021,Rabi,Kolar,South,medium,12556,38333,3053,61,331,31.9,78,7.21,0.5,239.7,21.5,241.4,153,98,79,1845,Medium,High,6,MTU-1010,SRI,Sprinkler,Mixed,138,17,No,39757,2348,71684,31927
2021-22,2021,Kharif,Koppal,North,high,60088,305307,5081,85,1052,31.5,67,6.22,0.58,194.2,25.4,233.1,172,74,41,889,Low,Low,3,IR-64,Transplanting,Drip,Herbicide,87,28,Yes,53281,2284,116050,62769
2021-22,2021,Rabi,Koppal,North,high,24062,105367,4379,85,160,26.6,73,7.46,0.32,216.3,25.0,146.4,192,79,63,1742,Low,Medium,6,IR-64,SRI,Flood Irrigation,Mixed,97,36,Yes,44329,1803,78953,34624
2021-22,2021,Kharif,Mandya,South,high,58520,340001,5810,90,1079,23.2,64,7.35,0.58,215.1,10.6,220.7,200,68,55,1709,Medium,High,3,Jyothi,SRI,Drip,Manual,150,27,No,46295,2216,128749,82454
2021-22,2021,Rabi,Mandya,South,high,42728,174458,4083,90,210,22.1,75,7.21,0.35,274.6,27.6,215.0,167,90,66,1189,Low,Medium,3,MTU-1010,Direct Seeding,Drip,Mixed,99,22,No,51679,2078,84844,33165
2021-22,2021,Kharif,Mysuru,South,medium,39518,157637,3989,70,430,30.3,65,6.72,0.41,151.0,27.0,165.1,150,99,34,612,Low,Medium,6,JGL-1798,Transplanting,Flood Irrigation,Mixed,104,34,No,35835,1849,73756,37921
2021-22,2021,Rabi,Mysuru,South,medium,10287,32321,3142,70,128,28.1,68,6.12,0.61,161.0,24.8,108.1,152,72,70,1568,Low,High,5,Rasi,Direct Seeding,Sprinkler,Manual,86,38,No,42225,2452,77041,34816
2021-22,2021,Kharif,Raichur,North,high,53787,243171,4521,82,907,26.4,79,6.42,0.38,257.1,19.0,121.0,151,102,72,766,High,Low,4,BPT-5204,SRI,Flood Irrigation,Mixed,142,38,No,47598,1848,83548,35950
2021-22,2021,Rabi,Raichur,North,high,24296,108894,4482,82,134,29.7,68,6.03,0.77,251.2,15.3,245.5,125,75,59,975,Low,Low,4,IR-64,SRI,Flood Irrigation,Manual,124,27,Yes,50308,2357,105640,55332
2021-22,2021,Kharif,Ramanagara,South,medium,19576,61664,3150,66,609,30.5,65,7.02,0.34,174.5,17.6,132.8,154,80,62,1871,Medium,Low,5,Jyothi,SRI,Sprinkler,Herbicide,128,18,Yes,42151,2258,71127,28976
2021-22,2021,Rabi,Ramanagara,South,medium,10446,33583,3215,66,379,25.0,68,6.89,0.66,175.3,21.6,107.2,150,87,62,588,Low,Medium,4,IR-64,Transplanting,Flood Irrigation,Herbicide,106,36,No,38329,2207,70955,32626
2021-22,2021,Kharif,Shivamogga,Central,high,67688,318201,4701,75,545,31.1,83,7.19,0.63,175.5,13.7,102.1,120,61,61,1706,High,Low,2,Rasi,Transplanting,Drip,Mixed,133,20,No,51099,2421,113811,62712
2021-22,2021,Rabi,Shivamogga,Central,high,35172,137381,3906,75,318,30.7,67,7.31,0.57,281.5,27.0,126.6,187,90,56,559,Medium,Low,6,MTU-1010,Direct Seeding,Sprinkler,Manual,143,40,No,48198,2497,97532,49334
2021-22,2021,Kharif,Tumakuru,South,medium,21030,64141,3050,64,1116,22.6,75,6.35,0.5,267.0,12.9,218.9,146,50,54,1607,Low,Low,3,JGL-1798,Transplanting,Sprinkler,Herbicide,121,36,Yes,37824,2202,67161,29337
2021-22,2021,Rabi,Tumakuru,South,medium,22314,69351,3108,64,287,22.1,70,6.81,0.52,165.7,15.3,185.4,193,59,63,1833,Low,Low,6,JGL-1798,Direct Seeding,Sprinkler,Herbicide,138,39,Yes,53269,2404,74716,21447
2021-22,2021,Kharif,Udupi,Coastal,medium-low,36172,99690,2756,52,674,24.4,79,6.91,0.44,232.0,10.3,123.8,104,92,32,1739,High,High,3,Rasi,SRI,Drip,Mixed,112,31,No,39259,2105,58013,18754
2021-22,2021,Rabi,Udupi,Coastal,medium-low,26314,63206,2402,52,362,27.5,62,6.97,0.44,217.8,20.9,168.7,196,54,74,1841,Medium,Low,4,JGL-1798,Transplanting,Sprinkler,Herbicide,137,27,No,41422,2352,56495,15073
2021-22,2021,Kharif,Uttara Kannada,Coastal,medium-low,44735,125347,2802,50,591,22.3,79,6.68,0.49,161.7,22.3,207.9,184,109,61,1750,High,Medium,5,Intan,Transplanting,Sprinkler,Mixed,135,31,No,40043,1932,54134,14091
2021-22,2021,Rabi,Uttara Kannada,Coastal,medium-low,15272,34636,2268,50,200,26.9,83,6.06,0.62,197.7,20.5,159.8,123,80,53,606,High,Medium,2,Rasi,Direct Seeding,Drip,Herbicide,122,36,No,53651,1839,41708,-11942
2021-22,2021,Kharif,Vijayapura,North,medium-low,17807,49770,2795,56,571,24.8,77,6.26,0.67,277.9,15.4,127.4,167,100,59,1715,Medium,Low,3,IR-64,SRI,Drip,Manual,111,35,Yes,52455,2389,66772,14317
2021-22,2021,Rabi,Vijayapura,North,medium-low,25613,58218,2273,56,300,30.3,67,7.3,0.4,294.1,28.5,240.2,143,101,40,1033,Low,High,4,JGL-1798,SRI,Drip,Mixed,141,20,No,47749,1971,44800,-2948
2021-22,2021,Kharif,Yadgir,North,medium-low,37674,85105,2259,51,1003,24.2,82,6.33,0.56,267.3,17.4,133.5,164,63,65,1955,Medium,Medium,4,BPT-5204,SRI,Drip,Mixed,113,27,No,35512,2424,54758,19246
2021-22,2021,Rabi,Yadgir,North,medium-low,15279,37066,2426,51,247,30.2,67,6.01,0.45,243.5,27.6,234.1,173,59,37,1485,High,Medium,3,BPT-5204,Transplanting,Sprinkler,Mixed,122,33,Yes,43818,1838,44589,771
2022-23,2022,Kharif,Bagalkot,North,medium,19549,73132,3741,69,615,25.9,62,6.49,0.53,199.0,16.6,116.1,193,72,53,1768,Low,Medium,5,Rasi,SRI,Flood Irrigation,Manual,134,29,No,36500,1816,67936,31436
2022-23,2022,Rabi,Bagalkot,North,medium,20878,60608,2903,69,176,29.0,80,7.2,0.44,265.5,11.7,216.5,122,108,54,1760,High,Low,6,Intan,Direct Seeding,Sprinkler,Manual,96,39,No,35220,2078,60324,25104
2022-23,2022,Kharif,Ballari,North,high,58871,249907,4245,80,926,27.3,84,6.52,0.38,170.5,16.6,221.4,199,104,56,619,Medium,High,6,Jyothi,Direct Seeding,Sprinkler,Herbicide,115,24,Yes,39529,2304,97804,58275
2022-23,2022,Rabi,Ballari,North,high,45063,185524,4117,80,272,31.8,81,6.42,0.62,259.9,18.4,154.6,140,86,41,1528,Low,Medium,6,BPT-5204,Transplanting,Sprinkler,Herbicide,122,15,Yes,35205,1840,75752,40547
2022-23,2022,Kharif,Belagavi,North,medium-low,17997,45028,2502,58,714,25.7,67,6.88,0.74,160.9,14.7,196.4,114,91,50,641,Low,Low,4,IR-64,Direct Seeding,Flood Irrigation,Mixed,106,35,No,53204,1986,49689,-3514
2022-23,2022,Rabi,Belagavi,North,medium-low,22064,49511,2244,58,255,24.8,76,6.79,0.49,238.0,29.9,173.6,163,78,57,1419,High,Medium,4,Rasi,Direct Seeding,Flood Irrigation,Mixed,80,19,No,51885,1971,44229,-7655
2022-23,2022,Kharif,Bengaluru Rural,South,medium,29716,85700,2884,63,471,27.3,85,7.22,0.65,271.2,12.1,120.1,108,66,42,1742,Low,High,2,Rasi,Direct Seeding,Sprinkler,Manual,87,27,Yes,37944,2332,67254,29310
2022-23,2022,Rabi,Bengaluru Rural,South,medium,13599,37084,2727,63,350,23.6,82,6.83,0.47,229.9,25.3,160.6,190,61,72,1433,Low,Low,4,Jyothi,Direct Seeding,Drip,Herbicide,126,32,No,50854,1938,52849,1995
2022-23,2022,Kharif,Bidar,North,medium-low,30080,71289,2370,54,984,31.4,70,6.21,0.35,272.5,27.1,211.3,148,120,45,1994,Low,Medium,2,Intan,Transplanting,Sprinkler,Herbicide,95,35,No,40752,1864,44176,3424
2022-23,2022,Rabi,Bidar,North,medium-low,17712,44527,2514,54,201,26.4,82,7.09,0.76,248.3,29.3,243.5,103,91,41,853,Low,High,6,Intan,Transplanting,Sprinkler,Herbicide,101,18,No,45713,2473,62171,16458
2022-23,2022,Kharif,Chamarajanagar,South,medium,47156,141185,2994,60,1055,25.0,77,6.83,0.42,175.0,23.1,205.4,131,119,43,1155,High,Medium,4,Jyothi,Transplanting,Drip,Mixed,139,38,No,42171,1965,58832,16661
2022-23,2022,Rabi,Chamarajanagar,South,medium,24508,63353,2585,60,226,31.4,78,6.5,0.73,236.6,29.1,174.7,191,64,41,1415,High,High,5,BPT-5204,Transplanting,Sprinkler,Manual,136,17,Yes,36816,2139,55293,18477
2022-23,2022,Kharif,Chikkaballapura,South,medium,25318,77219,3050,59,1010,26.7,76,7.37,0.66,182.1,24.2,222.6,117,116,45,767,Low,Low,2,JGL-1798,Direct Seeding,Drip,Mixed,86,32,Yes,40677,1838,56059,15382
2022-23,2022,Rabi,Chikkaballapura,South,medium,25963,60208,2319,59,383,26.9,85,7.41,0.74,227.8,20.1,185.3,144,76,74,1978,High,Medium,6,IR-64,Transplanting,Flood Irrigation,Mixed,148,27,Yes,36325,2006,46519,10194
2022-23,2022,Kharif,Chikkamagaluru,South,medium,17080,54331,3181,65,709,24.4,72,6.97,0.71,278.3,21.5,116.4,108,94,40,930,High,High,2,BPT-5204,Transplanting,Sprinkler,Mixed,101,39,No,35787,1894,60248,24461
2022-23,2022,Rabi,Chikkamagaluru,South,medium,14723,41636,2828,65,241,28.5,83,6.77,0.33,273.5,28.2,186.5,160,60,43,1906,High,Medium,2,Intan,Transplanting,Flood Irrigation,Herbicide,86,35,Yes,39973,1918,54241,14268
2022-23,2022,Kharif,Chitradurga,Central,medium-low,23908,61300,2564,58,1103,31.2,74,6.62,0.68,170.9,12.3,215.7,186,61,37,730,Medium,Medium,2,JGL-1798,Transplanting,Flood Irrigation,Manual,84,29,Yes,46237,2477,63510,17273
2022-23,2022,Rabi,Chitradurga,Central,medium-low,23237,67131,2889,58,324,31.3,66,7.39,0.67,182.1,15.9,128.9,148,93,43,1598,Low,High,3,Jyothi,SRI,Sprinkler,Herbicide,146,18,Yes,44242,1980,57202,12960
2022-23,2022,Kharif,Dakshina Kannada,Coastal,medium-low,20068,47500,2367,55,423,29.9,81,6.59,0.56,288.3,27.2,186.5,141,67,39,1721,Medium,Medium,3,BPT-5204,SRI,Flood Irrigation,Mixed,126,26,No,37163,2470,58464,21301
2022-23,2022,Rabi,Dakshina Kannada,Coastal,medium-low,8885,23465,2641,55,209,29.2,78,6.89,0.36,254.2,19.9,102.6,112,79,59,742,Low,Medium,3,Jyothi,Direct Seeding,Sprinkler,Herbicide,149,26,No,45057,1933,51050,5993
2022-23,2022,Kharif,Davanagere,Central,high,48159,245996,5108,78,665,31.4,83,7.17,0.31,298.5,28.6,163.4,146,70,60,972,High,Medium,4,BPT-5204,Transplanting,Sprinkler,Mixed,87,29,Yes,49130,2236,114214,65084
2022-23,2022,Rabi,Davanagere,Central,high,40598,147979,3645,78,216,23.3,69,6.8,0.77,166.1,16.4,242.9,120,50,44,1936,High,Medium,2,JGL-1798,Transplanting,Flood Irrigation,Manual,126,27,No,53495,2455,89484,35989
2022-23,2022,Kharif,Dharwad,North,medium,32688,102313,3130,67,715,28.2,71,6.66,0.64,299.7,17.4,163.8,122,81,46,1482,Low,Low,4,Jyothi,Direct Seeding,Flood Irrigation,Manual,85,32,Yes,38883,2326,72803,33920
2022-23,2022,Rabi,Dharwad,North,medium,11235,28952,2577,67,113,30.1,83,7.19,0.58,165.1,18.0,214.5,111,112,40,1367,High,Low,6,BPT-5204,SRI,Flood Irrigation,Mixed,126,29,Yes,39853,2406,62002,22149
2022-23,2022,Kharif,Gadag,North,medium,17552,61941,3529,60,510,31.7,82,6.09,0.34,226.3,18.2,115.2,106,109,75,969,Medium,Low,2,MTU-1010,Direct Seeding,Drip,Mixed,115,30,No,41537,2210,77990,36453
2022-23,2022,Rabi,Gadag,North,medium,12248,31808,2597,60,200,22.2,78,6.65,0.47,278.9,23.5,167.0,190,104,68,1019,Medium,Low,3,BPT-5204,SRI,Flood Irrigation,Herbicide,105,36,Yes,54888,2212,57445,2557
2022-23,2022,Kharif,Hassan,South,medium,22085,84386,3821,68,850,31.2,73,7.33,0.52,172.3,17.1,109.6,130,67,74,1472,Low,Low,2,IR-64,Direct Seeding,Drip,Herbicide,92,24,No,54310,1825,69733,15423
2022-23,2022,Rabi,Hassan,South,medium,23479,65694,2798,68,159,22.5,78,6.73,0.53,287.1,10.7,212.4,133,80,64,1630,Low,High,6,MTU-1010,SRI,Sprinkler,Mixed,114,33,Yes,45323,2055,57498,12175
2022-23,2022,Kharif,Haveri,North,medium,40462,151772,3751,62,467,25.2,65,6.06,0.61,225.3,26.2,144.6,176,113,55,1741,High,Medium,3,Rasi,Transplanting,Flood Irrigation,Herbicide,136,36,Yes,48584,2191,82184,33600
2022-23,2022,Rabi,Haveri,North,medium,20534,62464,3042,62,249,23.0,72,7.43,0.37,222.7,29.1,172.8,173,84,45,977,Low,Medium,5,JGL-1798,Transplanting,Sprinkler,Mixed,145,36,No,54099,2382,72460,18361
2022-23,2022,Kharif,Kalaburagi,North,medium-low,49245,120010,2437,57,1025,26.5,60,6.1,0.71,189.6,27.7,227.2,184,67,31,938,Medium,Low,6,Jyothi,SRI,Flood Irrigation,Manual,91,28,Yes,40189,2476,60340,20151
2022-23,2022,Rabi,Kalaburagi,North,medium-low,21742,56507,2599,57,232,23.0,77,7.42,0.7,185.3,23.7,212.6,173,115,68,1533,High,Medium,3,BPT-5204,Transplanting,Drip,Manual,148,31,No,51653,1831,47587,-4065
2022-23,2022,Kharif,Kodagu,South,low,45770,116667,2549,48,472,31.7,72,7.34,0.45,170.7,25.2,167.7,145,116,62,977,High,Medium,6,IR-64,Direct Seeding,Flood Irrigation,Mixed,102,16,Yes,43503,2353,59977,16474
2022-23,2022,Rabi,Kodagu,South,low,9767,20422,2091,48,263,26.7,62,7.24,0.39,178.3,21.3,144.9,151,61,78,1827,High,Low,3,Intan,Direct Seeding,Sprinkler,Mixed,114,40,Yes,54657,2486,51982,-2674
2022-23,2022,Kharif,Kolar,South,medium,31682,96756,3054,61,916,23.5,83,7.13,0.59,299.9,28.6,171.6,181,56,47,588,High,Medium,3,Rasi,Transplanting,Drip,Manual,134,18,No,48996,1845,56346,7350
2022-23,2022,Rabi,Kolar,South,medium,18431,56048,3041,61,227,23.8,69,7.01,0.7,233.0,14.5,208.4,145,63,79,1442,High,High,5,JGL-1798,Direct Seeding,Sprinkler,Manual,133,37,No,54982,2185,66445,11463
2022-23,2022,Kharif,Koppal,North,high,60507,305560,5050,85,1137,24.6,79,6.64,0.43,226.8,13.0,166.6,119,93,36,1290,Low,Low,4,Intan,Transplanting,Sprinkler,Herbicide,115,32,Yes,35011,2314,116857,81846
2022-23,2022,Rabi,Koppal,North,high,39942,204702,5125,85,213,24.7,72,6.8,0.55,242.1,27.6,120.6,133,100,60,809,High,Medium,6,Intan,Transplanting,Drip,Manual,88,17,No,37420,2019,103473,66053
2022-23,2022,Kharif,Mandya,South,high,41037,216306,5271,90,1174,31.9,67,6.54,0.68,240.0,26.3,249.8,126,102,36,976,Low,Medium,5,BPT-5204,Direct Seeding,Flood Irrigation,Manual,85,23,No,53228,2323,122445,69217
2022-23,2022,Rabi,Mandya,South,high,21378,97013,4538,90,111,31.1,71,7.36,0.44,195.3,12.9,118.7,112,104,50,1831,Low,Low,4,IR-64,Transplanting,Sprinkler,Herbicide,131,17,No,50867,1866,84679,33812
2022-23,2022,Kharif,Mysuru,South,medium,44226,159788,3613,70,1116,24.6,77,6.86,0.57,156.3,20.8,236.1,100,101,59,1628,Low,Low,4,BPT-5204,Direct Seeding,Drip,Herbicide,146,18,Yes,45697,2437,88048,42351
2022-23,2022,Rabi,Mysuru,South,medium,12436,45515,3660,70,292,31.5,77,6.63,0.63,242.6,28.3,204.8,174,100,74,1766,High,Medium,4,Intan,Direct Seeding,Sprinkler,Herbicide,91,25,No,54279,2067,75652,21373
2022-23,2022,Kharif,Raichur,North,high,55461,293000,5283,82,450,23.1,79,6.2,0.6,177.1,26.9,217.2,146,81,74,1281,High,Low,4,BPT-5204,Transplanting,Drip,Manual,134,36,Yes,42440,2410,127320,84880
2022-23,2022,Rabi,Raichur,North,high,38546,182476,4734,82,384,30.1,66,6.63,0.42,296.4,23.0,115.0,174,83,50,1262,High,Low,5,Jyothi,Transplanting,Flood Irrigation,Manual,118,40,Yes,44788,2343,110917,66129
2022-23,2022,Kharif,Ramanagara,South,medium,37323,110923,2972,66,448,24.9,72,7.5,0.64,191.1,28.1,229.2,178,105,57,1518,Medium,Low,4,MTU-1010,Direct Seeding,Drip,Manual,81,40,No,45313,2233,66364,21051
2022-23,2022,Rabi,Ramanagara,South,medium,25610,71708,2800,66,326,25.4,60,6.86,0.69,196.3,16.4,133.1,200,114,68,559,Medium,Low,3,MTU-1010,Direct Seeding,Drip,Herbicide,128,40,Yes,41039,2228,62384,21345
2022-23,2022,Kharif,Shivamogga,Central,high,57111,282071,4939,75,455,23.1,80,6.5,0.6,184.3,11.1,204.2,186,104,40,882,Low,Low,3,IR-64,Transplanting,Drip,Herbicide,141,37,No,45178,2210,109151,63973
2022-23,2022,Rabi,Shivamogga,Central,high,22924,104625,4564,75,134,25.9,63,6.12,0.44,297.5,11.8,236.6,164,82,64,1558,High,Medium,2,BPT-5204,SRI,Flood Irrigation,Manual,140,33,No,50767,2306,105245,54478
2022-23,2022,Kharif,Tumakuru,South,medium,36548,101603,2780,64,481,23.7,79,7.32,0.48,289.6,27.9,239.6,134,107,38,1971,Medium,Medium,3,Rasi,Direct Seeding,Flood Irrigation,Manual,94,20,Yes,41681,2341,65079,23398
2022-23,2022,Rabi,Tumakuru,South,medium,13724,35874,2614,64,345,25.4,73,6.52,0.59,207.9,25.1,107.2,170,94,70,845,Medium,Medium,6,JGL-1798,Direct Seeding,Flood Irrigation,Manual,109,31,No,43297,2170,56723,13426
2022-23,2022,Kharif,Udupi,Coastal,medium-low,45108,124317,2756,52,674,22.5,81,7.42,0.43,247.9,15.7,170.1,194,68,42,657,Low,Low,3,JGL-1798,SRI,Drip,Herbicide,148,34,No,37780,2261,62313,24533
2022-23,2022,Rabi,Udupi,Coastal,medium-low,17348,45243,2608,52,303,29.6,67,7.0,0.62,251.8,13.3,125.5,124,118,54,1903,Low,Low,5,IR-64,SRI,Flood Irrigation,Mixed,149,16,Yes,54881,2196,57271,2390
2022-23,2022,Kharif,Uttara Kannada,Coastal,medium-low,25334,68807,2716,50,661,25.3,80,6.29,0.49,299.1,29.6,148.7,169,114,39,1046,High,Low,4,MTU-1010,Transplanting,Drip,Manual,84,37,Yes,51865,1870,50789,-1075
2022-23,2022,Rabi,Uttara Kannada,Coastal,medium-low,22706,56878,2505,50,325,26.7,69,6.77,0.33,213.7,29.8,141.8,132,96,46,1036,Medium,Low,6,JGL-1798,SRI,Drip,Mixed,88,30,Yes,49756,2365,59243,9487
2022-23,2022,Kharif,Vijayapura,North,medium-low,20309,47116,2320,56,1102,28.5,85,7.09,0.46,246.5,12.5,180.5,164,115,72,1023,High,High,5,MTU-1010,SRI,Sprinkler,Mixed,134,33,Yes,54623,1862,43198,-11424
2022-23,2022,Rabi,Vijayapura,North,medium-low,14786,41060,2777,56,261,26.8,82,6.2,0.54,191.1,19.0,120.6,148,79,32,683,High,High,6,Rasi,Direct Seeding,Sprinkler,Herbicide,102,23,Yes,41675,2370,65814,24139
2022-23,2022,Kharif,Yadgir,North,medium-low,39780,91931,2311,51,860,23.6,67,6.36,0.7,172.6,12.3,196.9,170,113,31,1302,Low,High,3,JGL-1798,SRI,Sprinkler,Manual,107,20,Yes,38969,1845,42637,3668
